,alwaysCooperate,alwaysDefect,angery,AngryPriest,antiJoss,antiJossDynamic,antiJossPeriodic,balance,balanceDynamic,best-estDetective,betterDetective,cleverDetective,clevererDetective,confusedTitForTat,conMan,defectFirstTitForTat,delayedDetective,detective,escalatingTitForTat,evilTitForTat,FallenAngel,FallenAngel2,fastDetective,fastDetectiveSimpleton,fodnprtthl,forgivingDefector,forgivingTitForTat,ftft,gradual,grimMoralTitForTat,grimTrigger,hygrit,joss,moralTitForTat,mostBestestDetective,ngrams2,ngrams2Betrayal,ngrams3,npctt,npfitt,npnntt,nprstt,nprtt-forgiveOnce,nprtt-halflife,nprtt-random,nprtt,nprttStudent-halflife,nprttStudent,nprttt,nprwtt,npwtt,oldFallenAngel,omega,opportunisticDefector-1,opportunisticDefector-2,opportunisticDefector-3,opportunisticDefector-4,opportunisticDefector-5,oracle,periodicCopycat,Priest,properOpportunisticDefector-3,punitiveDetective,punitiveSelfAwareTitForTat,randomChoice,randomHistory,reflectiveTitForTat,relaxedGrimMoralTitForTat,resilientTitForTat,selfAwareTitForTat,shortwindow,simpleton,smartJoss,smoughCopycat,smoughsKinderCopycat,sorryJoss,stopper,strictPunitiveDetective,switcher,tickedOffCopycat,titForTat,titForTatDelayed,uftft,ultimateDetective,ultimateDetectiveForgiveOnce,windowed,worst
nprtt,3,0.9951923076923076923076923077,3,3,3,3,3,3,3,2.995815899581589958158995816,2.996282527881040892193308550,2.985576923076923076923076923,2.985074626865671641791044776,2.243902439024390243902439024,2.857692307692307692307692308,2.491408934707903780068728522,2.986842105263157894736842105,2.995575221238938053097345133,3,2.982062780269058295964125561,2.988679245283018867924528302,2.988970588235294117647058824,2.995073891625615763546798030,2.995833333333333333333333333,2,2.667774086378737541528239203,3,3,3,3,3,3,2.529411764705882352941176471,3,2.995238095238095238095238095,3,1.003663003663003663003663004,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,1.003597122302158273381294964,1.011494252873563218390804598,2.468292682926829268292682927,2.441314553990610328638497653,1.774509803921568627450980392,2.497109826589595375722543353,3,3,2.496,3,3,2.067510548523206751054852321,3,3,3,3,3,3,3,2.819383259911894273127753304,3,3,2.990163934426229508196721311,3,3,2.008,3,3,3,3,2.986046511627906976744186047,2.989761092150170648464163823,2.512711864406779661016949153,0.9952380952380952380952380952
nprttStudent-halflife,3,0.9863636363636363636363636364,3,3,3,3,3,3,3,2.996,2.995121951219512195121951220,2.989361702127659574468085106,2.987804878048780487804878049,4.7,2.86,2.980582524271844660194174757,2.986425339366515837104072398,2.996296296296296296296296296,3,2.970873786407766990291262136,2.987551867219917012448132780,2.986046511627906976744186047,2.995689655172413793103448276,2.995934959349593495934959350,2.562211981566820276497695853,2.542222222222222222222222222,3,3,3,3,3,3,2.678160919540229885057471264,3,2.995049504950495049504950495,3,1.451063829787234042553191489,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,0.9866220735785953177257525084,1.634146341463414634146341463,2.586572438162544169611307420,2.577868852459016393442622951,2.6,2.520446096654275092936802974,3,3,2.951219512195121951219512195,3,3,3.138095238095238095238095238,3,3,3,3,3,3,3,2.912621359223300970873786408,3,3,2.988047808764940239043824701,3,3,1.123239436619718309859154930,3,3,3,3,2.985365853658536585365853659,2.986784140969162995594713656,1.045673076923076923076923077,0.9873417721518987341772151899
nprttStudent,3,0.9961832061068702290076335878,3,3,3,3,3,3,3,2.995884773662551440329218107,2.996031746031746031746031746,2.985507246376811594202898551,2.985849056603773584905660377,2.253333333333333333333333333,2.849056603773584905660377358,2.986159169550173010380622837,2.986111111111111111111111111,2.995967741935483870967741935,3,2.970297029702970297029702970,2.986666666666666666666666667,2.987288135593220338983050847,2.995370370370370370370370370,2.995024875621890547263681592,1.069767441860465116279069767,2.668246445497630331753554502,3,3,3,3,3,3,2.391304347826086956521739130,3,2.995535714285714285714285714,3,1.262096774193548387096774194,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,1,1.027027027027027027027027027,1.048309178743961352657004831,1.065789473684210526315789474,1.771186440677966101694915254,2.532846715328467153284671533,3,3,2.496774193548387096774193548,3,3,2.043689320388349514563106796,3,3,3,3,3,3,3,2.911111111111111111111111111,3,3,2.990196078431372549019607843,3,3,2.008547008547008547008547009,3,3,3,3,2.986547085201793721973094170,2.988805970149253731343283582,2.516778523489932885906040268,0.9975
nprttt,3,0.9954128440366972477064220183,3,3,3,3,3,3,3,2.997716894977168949771689498,2.995049504950495049504950495,2.987394957983193277310924370,2.987124463519313304721030043,2.252830188679245283018867925,2.858921161825726141078838174,2.980392156862745098039215686,2.99,2.995535714285714285714285714,3,2.971153846153846153846153846,3,2.986175115207373271889400922,2.996350364963503649635036496,2.995327102803738317757009346,1.024630541871921182266009852,2.669117647058823529411764706,3,3,3,3,3,3,2.754716981132075471698113208,3,2.996845425867507886435331230,3,1.003802281368821292775665399,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,1.004878048780487804878048780,1.013574660633484162895927602,1.021008403361344537815126050,1.025547445255474452554744526,1.032608695652173913043478261,2.501706484641638225255972696,3,3,2.501886792452830188679245283,3,3,2.167487684729064039408866995,3,3,3,3,3,3,3,2.882075471698113207547169811,3,3,2.986956521739130434782608696,3,3,2,3,3,3,3,2.988847583643122676579925651,2.988764044943820224719101124,2.468181818181818181818181818,0.9955947136563876651982378855
nprwtt,3,0.9970930232558139534883720930,3,3,3,3,3,3,3,2.995833333333333333333333333,2.996282527881040892193308550,2.986046511627906976744186047,2.985365853658536585365853659,2.243119266055045871559633028,2.859504132231404958677685950,2.945,2.985436893203883495145631068,2.995283018867924528301886792,3,2.987915407854984894259818731,2.986899563318777292576419214,2.986899563318777292576419214,2.996078431372549019607843137,2.995098039215686274509803922,1.105504587155963302752293578,2.668478260869565217391304348,3,3,3,3,3,3,2.517241379310344827586206897,3,2.995049504950495049504950495,3,1.004115226337448559670781893,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,1.004405286343612334801762115,1.014354066985645933014354067,1.151219512195121951219512195,2.197026022304832713754646840,1.772727272727272727272727273,2.533980582524271844660194175,3,3,2.501538461538461538461538462,3,3,2.186915887850467289719626168,3,3,3,3,3,3,3,2.881422924901185770750988142,3,3,2.987447698744769874476987448,3,3,2.012931034482758620689655172,3,3,3,3,2.989655172413793103448275862,2.986956521739130434782608696,2.519823788546255506607929515,0.9958158995815899581589958159
npwtt,3,0.9955947136563876651982378855,3,3,3,3,3,3,3,2.995283018867924528301886792,2.995024875621890547263681592,2.985507246376811594202898551,2.988970588235294117647058824,2.243697478991596638655462185,2.857142857142857142857142857,2.984790874524714828897338403,2.988,2.996515679442508710801393728,3,2.976744186046511627906976744,3,2.985781990521327014218009479,2.995348837209302325581395349,2.995049504950495049504950495,1.358208955223880597014925373,2.659574468085106382978723404,3,3,3,3,3,3,2.660377358490566037735849057,3,2.996677740863787375415282392,3,1.594306049822064056939501779,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,0.9950495049504950495049504950,1.019323671497584541062801932,1.348739495798319327731092437,1.590163934426229508196721311,1.753993610223642172523961661,2.526119402985074626865671642,3,3,2.5,3,3,1.877840909090909090909090909,3,3,3,3,3,3,3,2.92,3,3,2.986899563318777292576419214,3,3,2,3,3,3,3,2.986046511627906976744186047,2.987804878048780487804878049,2.522167487684729064039408867,0.9954128440366972477064220183
oldFallenAngel,3,0.9854014598540145985401459854,3,3,3,3,3,3,3,2.98,3.922330097087378640776699029,2.974358974358974358974358974,2.976744186046511627906976744,3.413680781758957654723127036,2.847222222222222222222222222,2.960784313725490196078431373,2.971428571428571428571428571,2.980676328502415458937198068,3,2.968965517241379310344827586,2.986175115207373271889400922,2.978417266187050359712230216,2.982905982905982905982905983,2.996323529411764705882352941,3.121076233183856502242152466,1.183745583038869257950530035,3,3,3,3,3,3,2.570731707317073170731707317,3,2.984674329501915708812260536,3,1.564102564102564102564102564,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,0.9563106796116504854368932039,1.008928571428571428571428571,1.042145593869731800766283525,1.088235294117647058823529412,1.774193548387096774193548387,1.202290076335877862595419847,3,3,3.142156862745098039215686275,3,3,3.099137931034482758620689655,3,3,3,3,3,3,3,3.043859649122807017543859649,3,3,2.972350230414746543778801843,3,3,2.013761467889908256880733945,3,3,3,3,2.982456140350877192982456140,2.974137931034482758620689655,2.086956521739130434782608696,0.9818181818181818181818181818
omega,3,0.9956896551724137931034482759,3,3,3,3,3,3,3,2.995145631067961165048543689,2.995121951219512195121951220,2.975609756097560975609756098,2.981884057971014492753623188,4.889632107023411371237458194,2.860696517412935323383084577,2.980952380952380952380952381,2.976851851851851851851851852,2.995192307692307692307692308,3,2.976833976833976833976833977,2.976744186046511627906976744,2.979757085020242914979757085,2.995515695067264573991031390,2.995024875621890547263681592,1.026905829596412556053811659,1.087866108786610878661087866,3,3,3,3,3,3,2.704968944099378881987577640,3,2.995614035087719298245614035,3,1.009803921568627450980392157,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0.9952380952380952380952380952,1.004310344827586206896551724,1.028169014084507042253521127,1.074257425742574257425742574,1.117216117216117216117216117,2.362385321100917431192660550,3,3,2.003584229390681003584229391,3,3,2.751152073732718894009216590,3,3,3,3,3,3,3,2.756880733944954128440366972,3,3,2.980842911877394636015325670,3,3,1.095022624434389140271493213,3,3,3,3,2.978540772532188841201716738,2.977578475336322869955156951,2.137323943661971830985915493,0.9956140350877192982456140351
opportunisticDefector-1,4.993939393939393939393939394,0.9952380952380952380952380952,1.018348623853211009174311927,4.942386831275720164609053498,1.527881040892193308550185874,1.485714285714285714285714286,1.396313364055299539170506912,1.410958904109589041095890411,1.421568627450980392156862745,3,1.0390625,1.050541516245487364620938628,1.068292682926829268292682927,4.970297029702970297029702970,1.028037383177570093457943925,1.009803921568627450980392157,1.069498069498069498069498069,1.033557046979865771812080537,1.623655913978494623655913978,1.013888888888888888888888889,1.190871369294605809128630705,2.795,1.029166666666666666666666667,3.002801120448179271708683473,1.021739130434782608695652174,1.027906976744186046511627907,1.026315789473684210526315789,1.038610038610038610038610039,1.621428571428571428571428571,1.027777777777777777777777778,1.027397260273972602739726027,1.053231939163498098859315589,1.012048192771084337349397590,1.024590163934426229508196721,1.048076923076923076923076923,1.428070175438596491228070175,1.009345794392523364485981308,1.425702811244979919678714859,2.990291262135922330097087379,1.025,3,1.025210084033613445378151261,1.026431718061674008810572687,1.079295154185022026431718062,1.147859922178988326848249027,1.021582733812949640287769784,1.086956521739130434782608696,1.047393364928909952606635071,1.029268292682926829268292683,1.026431718061674008810572687,1.069306930693069306930693069,1.223300970873786407766990291,1.066666666666666666666666667,,1.017751479289940828402366864,1.028985507246376811594202899,1.029702970297029702970297030,1.021505376344086021505376344,1.071146245059288537549407115,1.396624472573839662447257384,1.092827004219409282700421941,3,1.066985645933014354066985646,3,3.052238805970149253731343284,1.022058823529411764705882353,1.028301886792452830188679245,1.029126213592233009708737864,3,3,1.055118110236220472440944882,3,2.89,1.03,1.025531914893617021276595745,3,1.410891089108910891089108911,1.119266055045871559633027523,1.049261083743842364532019704,1.028436018957345971563981043,1.028436018957345971563981043,1.049504950495049504950495050,1.063063063063063063063063063,1.060606060606060606060606061,1.059322033898305084745762712,1.018808777429467084639498433,0.9953917050691244239631336406
opportunisticDefector-2,4.985915492957746478873239437,0.9972144846796657381615598886,1.036199095022624434389140271,1.250783699059561128526645768,2.270742358078602620087336245,2.257692307692307692307692308,1.529147982062780269058295964,2.232824427480916030534351145,2.538461538461538461538461538,2.987341772151898734177215190,1.069767441860465116279069767,1.052380952380952380952380952,1.053921568627450980392156863,2.990066225165562913907284768,1.038834951456310679611650485,2.490842490842490842490842491,1.095890410958904109589041096,1.051886792452830188679245283,1.736059479553903345724907063,1.047430830039525691699604743,1.141414141414141414141414141,3.445945945945945945945945946,1.037190082644628099173553719,2.023364485981308411214953271,1.029520295202952029520295203,1.011267605633802816901408451,1.036036036036036036036036036,1.051948051948051948051948052,1.703703703703703703703703704,1.04,1.030418250950570342205323194,1.506410256410256410256410256,1.185,1.038461538461538461538461538,1.045267489711934156378600823,1.374517374517374517374517375,1.004366812227074235807860262,1.479069767441860465116279070,2.985849056603773584905660377,1.035398230088495575221238938,3.009174311926605504587155963,1.037209302325581395348837209,1.034632034632034632034632035,2.544680851063829787234042553,2.411111111111111111111111111,1.030651340996168582375478927,2.512195121951219512195121951,1.094594594594594594594594595,1.036199095022624434389140271,1.038277511961722488038277512,3,1.1875,1.112068965517241379310344828,1.002958579881656804733727811,,1.033755274261603375527426160,1.029411764705882352941176471,1.033195020746887966804979253,2.258064516129032258064516129,1.504792332268370607028753994,1.676056338028169014084507042,2.992452830188679245283018868,1.055970149253731343283582090,2.990909090909090909090909091,2.601593625498007968127490040,1.038095238095238095238095238,1.039408866995073891625615764,1.036697247706422018348623853,2.506535947712418300653594771,3,1.031088082901554404145077720,2.017467248908296943231441048,2.911347517730496453900709220,1.039215686274509803921568627,1.034334763948497854077253219,3,1.502127659574468085106382979,1.137096774193548387096774194,2.497716894977168949771689498,1.027874564459930313588850174,1.036866359447004608294930876,1.058823529411764705882352941,1.074418604651162790697674419,1.052380952380952380952380952,1.052132701421800947867298578,1.055045871559633027522935780,0.9955947136563876651982378855
opportunisticDefector-3,4.980066445182724252491694352,0.9956331877729257641921397380,1.042553191489361702127659574,1.248927038626609442060085837,2.174273858921161825726141079,1.636363636363636363636363636,1.617283950617283950617283951,2.358407079646017699115044248,2.626728110599078341013824885,2.995575221238938053097345133,1.064150943396226415094339623,1.052,1.046762589928057553956834532,2.239215686274509803921568627,1.036101083032490974729241877,2.488789237668161434977578475,1.115740740740740740740740741,1.061032863849765258215962441,1.95,1.065420560747663551401869159,1.177489177489177489177489177,2.875555555555555555555555556,1.052380952380952380952380952,2.015576323987538940809968847,1.029411764705882352941176471,2.669387755102040816326530612,1.046082949308755760368663594,1.067307692307692307692307692,1.914529914529914529914529915,1.046728971962616822429906542,1.048309178743961352657004831,1.59,1.044247787610619469026548673,1.029154518950437317784256560,2.515283842794759825327510917,1.511312217194570135746606335,1.004184100418410041841004184,1.524590163934426229508196721,2.995475113122171945701357466,1.038314176245210727969348659,3,1.043103448275862068965517241,2.504901960784313725490196078,2.592039800995024875621890547,2.426540284360189573459715640,2.517073170731707317073170732,2.674911660777385159010600707,1.120772946859903381642512077,1.042016806722689075630252101,1.224390243902439024390243902,3.008403361344537815126050420,1.157088122605363984674329502,1.122065727699530516431924883,1.004830917874396135265700483,1.012658227848101265822784810,,1.046948356807511737089201878,1.047619047619047619047619048,2.344036697247706422018348624,1.612612612612612612612612613,1.5,3,1.084158415841584158415841584,3.0078125,2.564705882352941176470588235,1.042372881355932203389830508,1.046511627906976744186046512,1.048076923076923076923076923,2.510121457489878542510121457,3,1.050541516245487364620938628,2.024271844660194174757281553,2.869369369369369369369369369,1.046948356807511737089201878,1.049261083743842364532019704,2.990476190476190476190476190,1.601851851851851851851851852,1.182692307692307692307692308,2.503816793893129770992366412,1.031545741324921135646687697,1.045045045045045045045045045,1.066666666666666666666666667,1.083333333333333333333333333,1.048148148148148148148148148,1.064676616915422885572139303,1.067415730337078651685393258,0.9956521739130434782608695652
opportunisticDefector-4,4.960784313725490196078431373,0.9951456310679611650485436893,1.056338028169014084507042254,1.260869565217391304347826087,2.449056603773584905660377358,2.273170731707317073170731707,1.737777777777777777777777778,2.439252336448598130841121495,2.726351351351351351351351351,2.996815286624203821656050955,1.060897435897435897435897436,2.509960159362549800796812749,2.5,2.242990654205607476635514019,1.049382716049382716049382716,2.5,1.127753303964757709251101322,1.071770334928229665071770335,2.047169811320754716981132075,1.067226890756302521008403361,1.176954732510288065843621399,2.299610894941634241245136187,1.065,2.021406727828746177370030581,1.017793594306049822064056940,2.669856459330143540669856459,1.047058823529411764705882353,1.077669902912621359223300971,2.072463768115942028985507246,1.051948051948051948051948052,1.036036036036036036036036036,1.709401709401709401709401709,1.054054054054054054054054054,1.059701492537313432835820896,2.536945812807881773399014778,1.782426778242677824267782427,1.004901960784313725490196078,1.651162790697674418604651163,2.995169082125603864734299517,1.050420168067226890756302521,3,1.123809523809523809523809524,2.505535055350553505535055351,2.587431693989071038251366120,2.650442477876106194690265487,2.535211267605633802816901408,2.680327868852459016393442623,1.175438596491228070175438596,1.043795620437956204379562044,2.661710037174721189591078067,3,1.210784313725490196078431373,1.198019801980198019801980198,1.004950495049504950495049505,1.011029411764705882352941176,1.023474178403755868544600939,,1.058252427184466019417475728,2.342857142857142857142857143,1.712446351931330472103004292,1.355555555555555555555555556,2.663755458515283842794759825,1.091787439613526570048309179,3,2.431906614785992217898832685,1.048,1.042704626334519572953736655,1.047244094488188976377952756,2.527093596059113300492610837,3,1.052287581699346405228758170,2.041474654377880184331797235,2.897243107769423558897243108,1.055045871559633027522935780,1.056603773584905660377358491,3.009615384615384615384615385,1.719211822660098522167487685,1.206896551724137931034482759,2.503472222222222222222222222,1.049382716049382716049382716,1.056074766355140186915887850,1.066945606694560669456066946,1.071942446043165467625899281,2.509363295880149812734082397,2.5,1.116504854368932038834951456,0.9955752212389380530973451327
opportunisticDefector-5,4.95,0.9959839357429718875502008032,1.053846153846153846153846154,1.221153846153846153846153846,2.315,2.541850220264317180616740088,1.821428571428571428571428571,2.550239234449760765550239234,2.757575757575757575757575758,3.004032258064516129032258065,1.090517241379310344827586207,2.985849056603773584905660377,2.986899563318777292576419214,2.243697478991596638655462185,1.032573289902280130293159609,2.488584474885844748858447489,1.140425531914893617021276596,1.065134099616858237547892720,2.051470588235294117647058824,1.059800664451827242524916944,2.975369458128078817733990148,2.296153846153846153846153846,1.052816901408450704225352113,2.040160642570281124497991968,1.021367521367521367521367521,2.658333333333333333333333333,1.0625,1.083333333333333333333333333,2.104347826086956521739130435,1.069651741293532338308457711,1.069651741293532338308457711,1.804597701149425287356321839,1.064814814814814814814814815,1.067307692307692307692307692,2.995260663507109004739336493,1.895454545454545454545454545,1.003401360544217687074829932,1.850632911392405063291139241,3.004629629629629629629629630,1.065116279069767441860465116,3,3,2.509345794392523364485981308,3,2.756097560975609756097560976,3,2.66,3,1.050724637681159420289855072,3,3,2.995391705069124423963133641,1.245421245421245421245421245,1.003584229390681003584229391,1.012448132780082987551867220,1.023809523809523809523809524,1.033980582524271844660194175,,1.4375,1.822510822510822510822510823,2.78,2.495049504950495049504950495,1.095022624434389140271493213,3,2.311965811965811965811965812,1.068965517241379310344827586,1.063348416289592760180995475,1.0625,2.516587677725118483412322275,3,1.078947368421052631578947368,2.038095238095238095238095238,2.836283185840707964601769912,1.059829059829059829059829060,1.053030303030303030303030303,3,1.826666666666666666666666667,1.208144796380090497737556561,2.494661921708185053380782918,1.069306930693069306930693069,1.044871794871794871794871795,1.082568807339449541284403670,1.069400630914826498422712934,2.987755102040816326530612245,2.513636363636363636363636364,1.136363636363636363636363636,0.9960629921259842519685039370
oracle,3.762962962962962962962962963,0.9854651162790697674418604651,2.744292237442922374429223744,2.787128712871287128712871287,1.472636815920398009950248756,2.773006134969325153374233129,2.834008097165991902834008097,3,2.995121951219512195121951220,2.969565217391304347826086957,3.778169014084507042253521127,2.952380952380952380952380952,2.880597014925373134328358209,3.108490566037735849056603774,2.710900473933649289099526066,2.706467661691542288557213930,2.976190476190476190476190476,2.729357798165137614678899083,2.186363636363636363636363636,2.952830188679245283018867925,1.131474103585657370517928287,2.557003257328990228013029316,2.705069124423963133640552995,2.831818181818181818181818182,1.256,1.547511312217194570135746606,2.990049751243781094527363184,3.759689922480620155038759690,2.147619047619047619047619048,1.177966101694915254237288136,1.046296296296296296296296296,2.837209302325581395348837209,2.493617021276595744680851064,2.925742574257425742574257426,2.974025974025974025974025974,3.264423076923076923076923077,1.345833333333333333333333333,3.133971291866028708133971292,2.995192307692307692307692308,2.7375,2.960975609756097560975609756,3.045871559633027522935779817,2.757142857142857142857142857,2.908212560386473429951690821,2.882783882783882783882783883,2.988439306358381502890173410,2.762081784386617100371747212,2.970802919708029197080291971,2.979522184300341296928327645,2.938511326860841423948220065,2.992537313432835820895522388,1.125954198473282442748091603,2.568807339449541284403669725,0.9920948616600790513833992095,1.221198156682027649769585253,1.541284403669724770642201835,1.825,1.341346153846153846153846154,,2.872549019607843137254901961,2.954545454545454545454545455,2.553956834532374100719424460,3.710526315789473684210526316,2.995744680851063829787234043,1.952991452991452991452991453,1.138059701492537313432835821,2.744075829383886255924170616,1.169611307420494699646643110,2.737254901960784313725490196,2.963855421686746987951807229,1.346613545816733067729083665,2.344186046511627906976744186,2.5,1.197309417040358744394618834,1.669456066945606694560669456,2.954545454545454545454545455,2.863453815261044176706827309,3.740740740740740740740740741,2.009433962264150943396226415,1.115555555555555555555555556,2.726351351351351351351351351,1.142857142857142857142857143,3.766917293233082706766917293,2.989399293286219081272084806,2.730593607305936073059360731,1.118143459915611814345991561,0.9783549783549783549783549784
periodicCopycat,3,0.9952606635071090047393364929,3,3,3,3,3,3,3,2.995633187772925764192139738,2.997101449275362318840579710,2.985849056603773584905660377,2.988721804511278195488721805,2.25,2.830917874396135265700483092,2.953736654804270462633451957,2.988847583643122676579925651,2.995614035087719298245614035,3,2.982062780269058295964125561,2.976525821596244131455399061,2.986363636363636363636363636,2.996894409937888198757763975,2.995594713656387665198237885,1.120535714285714285714285714,2.597402597402597402597402597,3,3,3,3,3,3,2.492822966507177033492822967,3,2.995073891625615763546798030,3,1.370044052863436123348017621,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.9113924050632911392405063291,1.009584664536741214057507987,1.117117117117117117117117117,1.218884120171673819742489270,1.324675324675324675324675325,2.627450980392156862745098039,,3,2.28,3,3,2.203703703703703703703703704,3,3,3,3,3,3,3,2.860139860139860139860139860,3,3,2.987394957983193277310924370,3,3,2.402489626556016597510373444,3,3,3,3,2.990163934426229508196721311,2.986956521739130434782608696,2.40625,0.9951456310679611650485436893
Priest,3,0.9959514170040485829959514170,3,3,3,3,3,3,3,2.996031746031746031746031746,2.995850622406639004149377593,2.987704918032786885245901639,2.986956521739130434782608696,2.723300970873786407766990291,2.859778597785977859778597786,2.978448275862068965517241379,2.988326848249027237354085603,2.996491228070175438596491228,3,2.977528089887640449438202247,2.987551867219917012448132780,2.986956521739130434782608696,2.995689655172413793103448276,2.995305164319248826291079812,1.079601990049751243781094527,2.668246445497630331753554502,3,3,3,3,3,3,2.451162790697674418604651163,3,2.995073891625615763546798030,3,1.082191780821917808219178082,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.9873417721518987341772151899,0.9483568075117370892018779343,1.072072072072072072072072072,1.114814814814814814814814815,1.68,2.568181818181818181818181818,3,,2.489539748953974895397489540,3,3,2.674329501915708812260536398,3,3,3,3,3,3,3,2.89453125,3,3,2.986784140969162995594713656,3,3,1.121951219512195121951219512,3,3,3,3,2.986363636363636363636363636,2.988142292490118577075098814,2.275423728813559322033898305,0.995
properOpportunisticDefector-3,4.970731707317073170731707317,0.5,2.232456140350877192982456140,2.5,2.567307692307692307692307692,2.605633802816901408450704225,2.723320158102766798418972332,2.758620689655172413793103448,2.756097560975609756097560976,2.511848341232227488151658768,2.855555555555555555555555556,2.004901960784313725490196078,1.996575342465753424657534247,2.252459016393442622950819672,2.5,2.507109004739336492890995261,1.751152073732718894009216590,2.5,1.462809917355371900826446281,2.493670886075949367088607595,1.814479638009049773755656109,2.480198019801980198019801980,2.498567335243553008595988539,2.995967741935483870967741935,1.362385321100917431192660550,2.669491525423728813559322034,2.515267175572519083969465649,2.857142857142857142857142857,1.502283105022831050228310502,0.6746411483253588516746411483,0.5486381322957198443579766537,2.728971962616822429906542056,2.379629629629629629629629630,2.5,2.510928961748633879781420765,3,1.580357142857142857142857143,2.452380952380952380952380952,2.5,2.509960159362549800796812749,2.506849315068493150684931507,2.507246376811594202898550725,2.5,2.505747126436781609195402299,2.501661129568106312292358804,2.516,0.7073170731707317073170731707,2.512903225806451612903225806,2.501886792452830188679245283,2.501538461538461538461538462,2.5,1.843137254901960784313725490,3.007168458781362007168458781,0.5089605734767025089605734767,1.011320754716981132075471698,1.356807511737089201877934272,1.855895196506550218340611354,2.519801980198019801980198020,1.654676258992805755395683453,2.724444444444444444444444444,2.510460251046025104602510460,,0.6024844720496894409937888199,2.5,2.228155339805825242718446602,1.981818181818181818181818182,2.504237288135593220338983051,2.157635467980295566502463054,3,2.5,0.5820895522388059701492537313,3,2.485,1.732673267326732673267326733,2.511961722488038277511961722,2.5,2.722222222222222222222222222,0.6603053435114503816793893130,2.008403361344537815126050420,1.699507389162561576354679803,2.514925373134328358208955224,2.671428571428571428571428571,3.124242424242424242424242424,2.492957746478873239436619718,2.511210762331838565022421525,1.8984375,0.5024154589371980676328502415
punitiveDetective,3,0.9858490566037735849056603774,3,3,3,3,3,3,3,1.006557377049180327868852459,1.007117437722419928825622776,1.580645161290322580645161290,1.584541062801932367149758454,4.853211009174311926605504587,1.529411764705882352941176471,2.989169675090252707581227437,1.669603524229074889867841410,1.008620689655172413793103448,3,1.036931818181818181818181818,2.990697674418604651162790698,2.418530351437699680511182109,1,1,1.044354838709677419354838710,2,3,3,3,3,3,3,1.120155038759689922480620155,3,1.009216589861751152073732719,3,1.049107142857142857142857143,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.9952153110047846889952153110,1.018656716417910447761194030,1.034653465346534653465346535,1.043478260869565217391304348,1.049773755656108597285067873,1.934210526315789473684210526,3,3,2.962732919254658385093167702,,3,3.037037037037037037037037037,3,3,3,3,3,3,3,2.798850574712643678160919540,3,3,2.975961538461538461538461538,3,3,1.505263157894736842105263158,3,3,3,3,1.582938388625592417061611374,1.568376068376068376068376068,1.090909090909090909090909091,0.9868995633187772925764192140
punitiveSelfAwareTitForTat,3,0.9951456310679611650485436893,3,3,3,3,3,3,3,2.995305164319248826291079812,2.995283018867924528301886792,2.987903225806451612903225806,2.987234042553191489361702128,2.237668161434977578475336323,2.857651245551601423487544484,2.981735159817351598173515982,2.990131578947368421052631579,2.995652173913043478260869565,3,2.970149253731343283582089552,2.986547085201793721973094170,2.988721804511278195488721805,2.995594713656387665198237885,2.995260663507109004739336493,1.341463414634146341463414634,2.669064748201438848920863309,3,3,3,3,3,3,2.542750929368029739776951673,3,2.996732026143790849673202614,3,1.584362139917695473251028807,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.5108225108225108225108225108,1.013636363636363636363636364,1.34765625,1.579710144927536231884057971,1.780487804878048780487804878,2.527659574468085106382978723,3,3,2.5,3,,1.916666666666666666666666667,3,3,3,3,3,3,3,2.917073170731707317073170732,3,3,2.986784140969162995594713656,3,3,2.008695652173913043478260870,3,3,3,3,2.986046511627906976744186047,2.988636363636363636363636364,2.520361990950226244343891403,0.9962546816479400749063670412
